country,link,description,title
Browse by State: Quebec,/cgi-bin/fg.cgi?page=gr&GRid=7301637,"Actor. He appeared in the film, ""Le Rossignol Et Les Cloches"" (1952). He was ordained a few months before his death Sept. 16, 1960.","Barbeau, Rev. Gérard"
Browse by State: Quebec,/cgi-bin/fg.cgi?page=gr&GRid=156709752,"Artist. Known as a pioneer of abstract art in Canada, he created more than 4,000 works in a career that spanned eight decades. He studied at the École du Meuble in Montreal from 1942 to 1947, where he was taught by Paul-Émile Borduas. In 1948, he was one of the original members of a group of Montreal artists who broke with tradition and the Catholic Church by signing onto the Refus Global Manifesto, which argued for...[Read More] (Bio by: Louis M.)","Barbeau, Marcel"
Browse by State: Quebec,/cgi-bin/fg.cgi?page=gr&GRid=7398682,"French officer and hero of the Seven Years War in America. Knight of the Royal and Military Order of Saint-Louis. Esquire of the king. Born in 1701 in Uzès (France). He began his military career as lieutenant on March 18, 1725. He became captain on November 3, 1738 and finally, he was promoted captain of a company of grenadiers in the Regiment of Béarn on November 4, 1757. He obtained the Cross of Saint-Louis on November 3, 1739. At the time of the Battle of Sainte-Foy, he was seriously wounded...[Read More] (Bio by: Guy Gagnon)","Barjetton de Montredon, Jacques de"
Browse by State: Quebec,/cgi-bin/fg.cgi?page=gr&GRid=42122285,"Pioneer Cartoonist.  Born Vital Achille Raoul Barré in Montreal,  Quebec,  he went to Paris in 1891 to study at the School of Fine Arts and remained there for several years as a political cartoonist.  His attacks of the French military over the Dreyfus affair (1898) proved too controversial and he returned home soon afterwards.  In 1902 he created the first French-Canadian comic strip,  ""For a Christmas Dinner"",  and while it was not intended as an ongoing feature (the story was wrapped up in...[Read More] (Bio by: Bobb Edwards)","Barré, Raoul"
Browse by State: Ontario,/cgi-bin/fg.cgi?page=gr&GRid=7033941,"World War I Victoria Cross Recipient. Born in Dauphin, Canada, he served as a Major flight commander in the Royal Canadian Air Force. On the morning of the October 27, 1918, Major Barker observed an enemy two-seater over the Foret de Mormal, France. He attacked this plane, shot it down and at the same time a German Fokker biplane attacked him. He was wounded but managed to shoot it down also. He then found himself in the middle of a large formation of Fokkers which attacked him from all...[Read More] (Bio by: John ""J-Cat"" Griffith)","Barker, William George 'Billy'"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=19676,"Professional Hockey Player. A native of Quebec City, Quebec, Barry played for teams in the CAHL, NHL, AHA, and the IAHL hockey leagues. At 6'00"", and 195lbs, he played the position of Center for the Philadelphia Arrows from 1927 to 1928, New York Americans from 1927 to 1928, New Haven Eagles from 1928 to 1929, Boston Bruins from 1929 to 1935, Detroit Red Wings from 1935 to 1939, Pittsburgh Hornets from 1939 to 1940, and the Minneapolis Millers from 1940 to 1941, as a player and head coach...[Read More]","Barry, Marty"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=2125,"Inventor, Educator. He is famous not only as an inventor, but also as an educator and writer of books to help people who cannot speak or hear. Born in Edinburgh Scotland, he emigrated to Canada along with his family. He was hired to teach in Boston at a school for children not being able to speak nor hear.  His home remained America for the rest of his life and he became an American citizen.  Through his teachings, he became interested in the sound of the human voice which led to his invention...[Read More]Cause of death: Heart attack","Bell, Alexander Graham"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=10128786,"Canadian novelist and short story writer. Buckler wrote two of the most carefully crafted novels in English-Canadian literature, ""The Mountain and the Valley"" (1952), and ""The Cruelest Month"" (1963).  (Bio by: Manley Bennett)","Buckler, Dr. Ernest Redmond"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=8670837,"Folk Figure. Coleman was a dispatch operator working at a Halifax, Nova Scotia, railroad on December 6, 1917. On that day, Coleman and his co-worker, Henry Dunstan got word that a ship caring explosives was docked in Halifax Harbor. Without warning the munition ship exploded into flames a few hours later. After realizing what was going on the two men started to run off until Coleman remembered that there were two trains headed in there direction. As Dunstan left, Coleman stayed behind and...[Read More] (Bio by: K)","Coleman, Vince"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=8072543,"Canadian Author. A professor and teacher at the Dalhousie Univeristy in Halifax, Nova Scotia, De Mille later became a well-known novelist and one of North America's most popular writers of the time. His works include, ""A Tale Of Rome In The First Century"" (1857), ""The Dodge Club"" (1859), ""The Cryptogram"" (1871), and ""A Strange Manuscript Found In A Copper Cylinder"" (1888), which was publisehed eight years after his death. He passed away on January 28, 1880, at the age of 45. (Bio by: K)","De Mille, James"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=17567011,"Singer, Songwriter. He started his music career in Montreal in 1960 as the co-founder of the Colonials, which later became the Halifax Three. He was most noted for being the Canadian member of the Mamas and the Papas folk group of the 1960s. With the Mamas and the Papas, he led the group onto the charts with hits including ""Monday, Monday,"" ""California Dreamin,"" ""Dream a Little Dream of Me"" and ""Dedicated to the One I Love."" In the mid-1960s, Time magazine called the Mamas and the Papas one of...[Read More] (Bio by: John ""J-Cat"" Griffith)","Doherty, Denny (Dennis Gerrard Stephen)"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=7028310,"Musician. Renown as a celtic fiddle, he was pioneer recording artist in Cape Breton Island, Nova Scotia. He appeared on the Celtic album, ""Classic Cuts"" (1992), which was released after his death. (Bio by: K)","Fitzgerald, Winston 'Scotty'"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=7680809,"Police Officer and Business Woman. Born into slavery in Virginia.  She and her family escaped to New York City then the Nova Scotia (Canada) town of Annapolis Royal in 1783 when she was ten years old. In 1825, she started her own business, carting luggage with a wheelbarrow between the ferry docks and nearby homes and hotels. She became entrusted with safeguarding property and maintaining order on the wharves and warehouses of Annapolis Royal, acting as the town's waterfront police officer. The...[Read More] (Bio by: Shock)","Fortune, Rose"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=124565938,"Canadian Army General.  He commanded two Canadian army divisions during World War II, serving in in both the Pacific and European Theatres.  The son of a World War I Canadian Army general, he received his education a various schools, including Bishop's College School in Lennoxville, Quebec, the Royal Military College of Canada, Kingston, Ontario, McGill University, Montreal, Quebec, and King's College at Windsor, Nova Scotia as a cadet.  In July 1924 he withdrew from the Royal Military College...[Read More] (Bio by: William Bjornstad)","Foster, Gen. Harry Wickwire"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=8895690,"“The Father of Kerosene.” Although a medical doctor, his love for geology led this Canadian to revolutionize the energy industry. Beginning in his childhood on the Nova Scotia coast, he collected and studied fossils and rocks becoming a self-taught geologist. In the mid-1840s he began experimenting with coal looking for an alternative illuminant to whale oil. By distilling lumps of coal he was able to develop a clear liquid that when lit with a wick produced a bright light. He called the new...[Read More] (Bio by: Bigwoo)","Gesner, Abraham"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=56171671,"Victoria Cross Recipient. The citation in the London Gazette of November 13, 1945, gives the following particulars: For great valour in leading an attack on a Japanese destroyer in Onagawa Wan on 9th August, 1945. In the face of fire from shore batteries and a heavy concentration of fire from some five warships, Lieutenant Gray pressed home his attack, flying very low in order to ensure success. Although he was hit and his aircraft was in flames, he obtained at least one direct hit, sinking the...[Read More]","Gray, LT. Robert Hampton 'Hammy'"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=5658,"On December 6, 1917, the world's largest man-made explosion occurred when the ships SS Mont-Blanc and SS Imo accidentally collided in the narrows of Halifax Harbor Nova Scotia, Canada. The French cargo ship Mont-Blanc which was loaded with TNT for the Allied war effort exploded with such a force when it hit the Norwegian Imo more then 2,000 people were killed by debris, fires, or collapsed buildings and it is estimated that over 9,000 people were injured. The blast also leveled half the city...[Read More] (Bio by: John ""J-Cat"" Griffith)",Halifax Explosion Memorial
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=11341159,"Indian Mutiny Victoria Cross Recipient. Born in Nova Scotia, Canada, he was the son of a freed slave when he volunteered for the Royal Navy as an Able Seaman before 1852. On November 16, 1857, Able Seaman was part of the Naval Brigade from HMS Shannon which helped to relieve the British Residency at Shah Nujeff, Lucknow, India. He alongside Royal Navy Lieutenant Thomas Young the battery's commander, held their position manning 24-Pounder Gun and were the only survivors, after all the rest...[Read More] (Bio by: John ""J-Cat"" Griffith)","Hall, William"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=42359913,"4th Premier of Nova Scotia. A member of the Conservative Party, he served in this position from October 1878 until May 1882. Born of Scottish ancestry in Springville, Nova Scotia, Canada, his father was a local politician who served in the Canadian Senate in Ottawa, Canada after it was formed in 1867. He attended the Pictou Academy in Nova Scotia and studied law under James McDonald. In 1858 he founded the conservative newspaper Colonial Standard and remained its editor until 1878. In 1867 he...[Read More] (Bio by: William Bjornstad)","Holmes, Simon Hugh"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=10944,"Nova Scotia patriot, journalist. Premier of Nova Scotia (1860-63), member of Parliament (1886-72), Lieutenant-Governor of Nova Scotia (1873). Proponent of Responsible Government (home rule), press freedom.","Howe, Joseph"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=8566181,"Political Figure. The Hon. Amos Edwin Botsford was Speaker of the Senate of Canada. His grandfather, father and brother represented Westmoreland in the New Brunswick House of Assembly, each serving in turn as Speaker. Mr. Botsford was born in Saint John and educated in Sackville where he settled and took up farming. In 1833, he was appointed to the Legislative Council where he sat until Confederation. He served as senior Judge of Common Pleas for Westmoreland and held the rank of lieutenant...[Read More] (Bio by: RK)","Botsford, Amos Edwin"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=27182588,"Professional Hockey Player. A native of Shippagan, New Brunswick, Canada, he played at the defense position for two seasons (2006 to 2008) in the National Hockey League with the Vancouver Canucks. After being selected by the Canucks in the 1st round of the 2005 NHL Entry Draft, he appeared in 36 career games. He was a member of the 2006 Canadian World Junior Hockey Championship Team. His promising career was tragically cut short when he died in a motorcycle accident at the age of 21. (Bio by: C.S.)","Bourdon, Luc"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=5893367,"Civil War Union Brigadier General. Born in Lowell, Vermont, he was an academic principal at the start of the Civil War, when he was elected Colonel of the 11th Maine Infantry Regiment, Union Army. During the Peninsula Campaign, he made quite a good impression on his superior officers and was promoted Brigadier General in April 1862. In command of a brigade in the Army of the Potomac, at age twenty-nine he was the youngest General at the Battle of Antietam. He went to command corps at the...[Read More] (Bio by: John ""J-Cat"" Griffith)","Caldwell, John Curtis"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=6998146,"Poet. Authored more than 50 volumes of poetry in his lifetime and became recognized as Canada's unofficial poet laureate. Enrolled in Oxford University, but after only three days of attendance left for Edinburgh University, where some friends from New Brunswick were enrolled, and studied physics, mathematics and philosophy. In 1886 he entered Harvard University, but left in 1888, and worked as an editor in New York and Boston, for such journals as The Atlantic, Cosmopolitan and several others. (Bio by: Manley Bennett)","Carman, Bliss"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=8663090,"Ward Chipman, a Loyalist, was appointed New Brunswick's attorney general, then its solicitor general, after he was exiled to England at the outset of the American Revolution. He sat in New Brunswick's first House of Assembly. He drew up the Charter for the city of Saint John and he designed Saint John's corporate seal, still in use today. In 1806 he became a Legislative Councilor, and in 1809 he was appointed to the New Brunswick Supreme Court. The sixth child of John Chipman and Elizabeth...[Read More] (Bio by: RK)","Chipman, Ward"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=8529720,"Professional Hockey Player. A native of Moncton, New Brunswick, Drillon played for teams in the EHL, IAHL, NHL, QPHL, and the MSHL Hockey Leagues. At 6'00"", and 186lbs, Drillon played the position of Right Wing for the Pittsburgh Yellow Jackets from 1935 to 1936, Syracuse Stars from 1936 to 1937, Toronto Maple Leafs from 1936 to 1942, Montreal Canadiens from 1942 to 1943, Valleyfield Braves from 1944 to 1945, and the Saint John Beavers from 1949 to 1950. He was the recipient of the Lady Byng...[Read More] (Bio by: K)","Drillon, Gordon 'Gordie'"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=17332338,"Professional Boxer. Born in Baie-Sainte-Anne, New Brunswick, he was the former Canadian Middleweight Champion, Light-heavyweight Champion and British Empire Light-heavyweight Champion. The most memorable bout in his career was on December 10, 1958 when he fought Archie Moore for the World Light-heavyweight Title. Moore was knocked down three times in the first round but won the fight after he knocked out Durelle in the eleventh round. He would lose again to Moore in a rematch in 1959. Some of...[Read More] (Bio by: C.S.)","Durelle, Yvon 'The Fighting Fisherman'"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=8170559,"Engineer and Artist. A partner in a iron foundry, he competed a survey of the Saint John River from Fredericton, New Brunswick, to Grand Falls, New Brunswick, in 1826, designed a steam powered boat used on the Saint John River, started a school, and was one of the founders of the New Brunswick Museum. A noted inventor as well, Foulis is the true inventor of the fog horn. The first one ever was erected on Partridge Island, New Brunswick, but credit of the invention went to an American named...[Read More] (Bio by: K)","Foulis, Robert"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=61362523,"Canadian Businessman and Politician. He was a co-founder, along with his brother James Ganong, of Ganong Brothers, Limited, the oldest candy company in Canada. It was the first company to introduce a heart-shaped box of chocolates in North America, originally used for presents over the Christmas season before it became successful on Valentine's Day. One of six children, his father was a farmer and merchant who was a descendant of Huguenot exiles that fled religious persecution from La Rochelle...[Read More] (Bio by: William Bjornstad)","Ganong, Gilbert White"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=118512872,"Businessman.  He was a co-founder, along with his brother Gilbert Ganong, of Ganong Brothers, Limited, the oldest candy company in Canada.  It was the first company to introduce a heart-shaped box of chocolates in North America, originally used for presents over the Christmas season before it became successful on Valentine's Day.  The oldest of six children, his father was a farmer and merchant who was a descendant of Huguenot exiles that fled religious persecution from La Rochelle, France in...[Read More] (Bio by: William Bjornstad)","Ganong, James Harvey"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=7768762,"World War I Victoria Cross Medal Recipient. He served as a Corporal, in the 13th Battalion, Quebec Regiment, Royal Highlanders of Canada. At an offensive at Hangard France, on August 8, 1918, his company was held down by heavy fire from German machine-guns and light artillery. Corporal Good dashed forward alone, killing several of the first enemy gun crew and capturing the remaining. Collecting three men from his section, he charged a battery of 5.9-inch guns under point-blank fire and captured...[Read More] (Bio by: John ""J-Cat"" Griffith)","Good, Herman James"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=7034140,"World War I British Victoria Cross Medal Recipient. Serving as a Lieutenant in the Royal Canadian Regiment, his Brigade was held up by enemy fire from all flanks during an advance at Cambrai, France, on September 28, 1918. Although wounded twice, he led his men against enemy trenches in which he personally killed or wounded 11 Germans, took 25 prisoners and captured 12 machine-guns. In spite of his wounds he stayed with his company and on September 30, led his men again in attack until severely...[Read More] (Bio by: John ""J-Cat"" Griffith)","Gregg, Milton"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=8663968,"Canadian Politician. Hon. Sir John Douglas Hazen, of Hazen Castle, who after a University career, was called to the bar in 1881, and in the following year was elected mayor of Fredericton. He was the Conservative premier of New Brunswick between 1908-1911. He became Canadian Minister of Marine and Fisheries and Minister Naval Service to the Sir Robert Borden Canadian government of 1911-1917. He was ""Knight Commander of the Order of St. Michael and St. George cr. 1918."" Hazen left politics in...[Read More] (Bio by: RK)","Hazen, John Douglas"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=142202810,"Professional Hockey Player. He was the younger brother of legendary hockey player Gordie Howe. He began his hockey career with the Windsor Hettche Spitfires in 1948 and was promoted to the National Hockey League during the 1950-1951 season, with the New York Rangers' team that reached the Stanley Cup Finals. During the 1954-1955 season, while playing at the right-wing position with New York, Howe scored 2 goals, with 4 assists, in 29 games-played. After retiring from hockey, he became a...[Read More] (Bio by: C.S.)","Howe, Vic"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=8566256,"Canadian Premier. Justice of the Supreme Court of Canada Justice. He was born in Saint John, New Brunswick, on October 8, 1839, the son of George King and Mary Ann Fowler. He was educated at Wesleyan University in Connecticut and articled in the office of Robert Leonard Hazen in Saint John. He was called to the bar of New Brunswick in 1865. In 1867, he was elected to the House of Assembly of New Brunswick. He served as premier of the province for a short time, from 1870 to 1871, when he was...[Read More] (Bio by: RK)","King, George Edwin"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=11853593,"Professional Hockey Player. Also known as 'Rollie.' A native of Fredericton, New Brunswick, he played the position of Defense in the National Hockey League. At 5'07, and 170lbs, he played with th Detroit Red Wings from 1945 to 1946. Inthe Minor Leagues he was a member of the AHL First-All Star Team in 1950, and a member of the IHL First All-Star Team in 1954, 1955, and 1956, He retired from playing hockey following the 1956 to 1957 season. From 1957 to 1958, he was head coach of the AHL's...[Read More] (Bio by: K)","McLenahan, Roland Joseph 'Mighty Mite'"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=9440525,"Canadian Politician. Born in Saint John, New Brunswick, Merrithew was an educator and statesman. A graduate of the New Brunswick Teachers College, he later obtained his B.A. and B. Ed degrees from the University of New Brunswick. After becoming a high school principal and serving in the military as an Officer cadet and Lieutenant-Colonel Merrithew became interested in politics, and served in a number of recreational and cultural affairs. Merrithew served as a Member of the Saint John City...[Read More]Cause of death: Cancer","Merrithew, Gerald Stairs"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=8170518,"Murderer. Munroe was a noted architect in New Brunswick. Although married he began to have an affair with Maggie Vail, who later had his child. In 1868 Maggie Vail and her child were both murdered on Black River Road in Saint John, New Brunswick. The remains of the two victims were found a year later and Munroe was arrested and charged with the murders. Munroe was later found guilty and sentenced to death. After a plea to the Governor General, and a petition from 2,000 people was presented, and...[Read More] (Bio by: K)","Munroe, John A."
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=18651870,"Poet, writer, human rights activist. She was considered the ""Poet Laureate"" of the Mi'kmaq (Micmac) nation and ambassador for aboriginal arts and culture throughout Canada and the United States. Dr. Rita Joe's poems gently presented the First Nations experience within Canada, and urged compassion and cooperation between peoples. Born Rita Bernard on Whycocomagh reserve in Cape Breton, Nova Scotia, she was raised in foster homes after her parents died. Then she entered Shubenacadie Residential...[Read More] (Bio by: Milou)","Joe, Rita"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=10945,"He was the founder of Alexander Keith's Brewery in Halifax, Nova Scotia, Canada. He was born at Halkirk, Caithness Highland, Scotland and at the age of 17, his father sent him to an uncle in northern England to learn the brewery business. Around 1817 he relocated to Halifax where he became the sole brewer and business manager for a Charles Boggs, and in 1820 he bought out his brewery and named it after himself. Two years later he moved the brewery to a larger facility and in 1836 he expanded...[Read More] (Bio by: William Bjornstad)","Keith, Alexander"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=5555,"Actor. This reliable character actor, star of 80 films and stage, is usually remembered for his role as the bemused reporter in both Lawrence of Arabia (1962) and Elmer Gantry (1960). Born in Worcester, MA, he started acting on the stage in 1934 and was ""discovered"" by Jimmy Cagney for his first film City of Conquest (1940). His stage work earned Broadway acclaim including several Arthur Miller plays: All My Sons (1947), Death of a Salesman (1949) for which he won a Tony Award, The Crucible (...[Read More]Cause of death: Brain tumor","Kennedy, Arthur (John)"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=29402860,"Nova Scotia Governor of Nova Scotia, British Army Brigadier General. He was born into a military family and was commissioned in the 11th Regiment of Foot at the age of 18 and served four years in the West Indies. He was promoted to Lieutenant in 1741 and captain in 1742. In 1745 he was wounded in the Battle of Fontenoy in Austria. He was promoted to major and transferred to the 45th Foot in Nova Scotia in 1747. After transferring to the 40th Foot he built Fort Lawrence and was promoted to...[Read More] (Bio by: Tom Todd)","Lawrence, Charles"
Browse by State: Nova Scotia,/cgi-bin/fg.cgi?page=gr&GRid=8535163,"Nova Scotia Premier. Macdonald served as the Premier of Nova Scotia, from 1933 to 1940, and 1945 to 1954. (Bio by: K)","Macdonald, Angus L."
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=6998006,"Journalist, Author. Despite having only been educated to the fourth grade, he became a successful journalist and one of Canada's most prominent poets. Won the Governor General's Award in 1967. Became writer in residence at the University of New Brunswick, speech writer for Premier Richard Hatfield, a playwright, and a nationally respected fiction writer. (Bio by: Manley Bennett)Cause of death: Cancer","Nowlan, Alden"
Browse by State: New Brunswick,/cgi-bin/fg.cgi?page=gr&GRid=8170489,"Spanish-American War Congressional Medal of Honor Recipient. He served in the United States Navy during the War with Spain as a Machinist First Class.  He was awarded the CMOH for his role in the intentional sinking of the ""USS Merrimac"" at the entrance to the harbor of Santiago de Cuba, on June 2, 1898. His citation reads ""Despite heavy fire from the Spanish batteries, Phillips displayed extraordinary heroism throughout this operation"". His Medal was awarded to him on November 2, 1899. (Bio by: K)","Phillips, George Fredrick"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=8523419,"Alberta Premier. He served as the Premier of the province of Alberta, Canada from 1935 until his death in office on May 23, 1943. He was educated at Queen's University in Kingston, Ontario, where he received his B.A. degree in 1906 and later became a school teacher. In 1915 he became school principal at the Crescent Heights High School in Calgary, Alberta, where he stayed until 1935. In 1918 he also founded the Calgary Prophetic Bible Institute, and became an advocate for the principle of...[Read More]","Aberhart, William"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=6291,"Frontier Prospector. Born in Cambridgeshire, England. With all the excitement over the decovery of gold in California, he moved there to find his forture in the late 1840s. He had little luck and with fellow miners desided to move to British Columbia, Canada. His party roamed from one mining camp to another, when they discovered gold in the Williams Creek area near Barkerville in 1862. Barker decided to go search for his own gold down river, close to Stouts Gulch and there he dug out about 60...[Read More] (Bio by: John ""J-Cat"" Griffith)","Barker, William"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=6292,"Founder of British Columbia-Barnard Express (BX) stagecoach company serving the Cariboo gold fields; father of Sir Frank S. Barnard MP for Yale, B.C. (1879-1886).","Barnard, Francis Jones"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=6293,Lieutenant-Governor of British Columbia (1914-1919). MP for Cariboo (1888-1896).,"Barnard, Sir. Francis Stillman"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=6294,"6th Premier of British Columbia. He served in this position briefly from June 1882 until January 1883. Born in Leigh, Staffordshire, England, his father was an Anglican priest. In 1843 he emigrated with his family to Toronto, Upper Canada (not part of Ontario) when he father accepted an academic appointment there, and graduated from the Upper Canada College in Toronto. During the 1860s he became attracted to the Cariboo gold rush in British Columbia, settled in Victoria, and ventured into...[Read More] (Bio by: William Bjornstad)","Beaven, Robert"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=7723943,"Second Boer War Victoria Cross Recipient. Born in Bingham, Notts, he served as a Corporal in the 1st Battalion, Derbyshire Regiment, Mounted Infantry, British Army. Near Wakkerstroom, South Africa, on April 22, 1900, squadrons of Imperial Yeomanry and Mounted Infantry were forced to retire from their position being under a ridge strongly held by the enemy. During the retreat, Corporal Beet seeing a wounded comrade on the ground, went back, dragged him to cover and attended to his wounds. He...[Read More] (Bio by: John ""J-Cat"" Griffith)","Beet, Harry Churchill"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=7768642,"World War I Victoria Cross Recipient. He received the award from Brigadier General Arthur Edward Ross in Vancouver, British Columbia shortly after he was gazetted on May 13, 1919 for his actions as a lieutenant in the 7th (1st British Columbia) Battalion, Canadian Expeditionary Force on April 24, 1915 at the Second Battle of Ypres in Belgium. Born in Bombay, India, his father was an officer in the British Bengal Army. He received his primary education in Tifton Devon, England and attended...[Read More] (Bio by: William Bjornstad)","Bellew, Edward Donald"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=6415,"25th Premier of British Columbia. A member of the British Columbia Conservative Party and then the Social Credit Party, he served as British Columbia's Premier from August 1952 until September 1972. To date, he was the longest serving premier in British Columbia history. Commonly referred to as W.A.C. Bennett, he was also known by the nicknames ""Wacky"" (based on the first letters of his given name) or ""Cec."" Born one of five children in Hastings, New Brunswick, Canada, his father was a farmer...[Read More] (Bio by: William Bjornstad)","Bennett, William Andrew Cecil"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=3372,"Murder Victim. Charles Morgan Blessing and Wellington Moses were friends who had met on a trail traveling to Barkerville in the spring of 1866, another man named James Berry soon joined the two. Wellington Moses had noticed an unusual tiepin made of a gold nugget shaped like a man's profile on the breast of Charles Blessing. Wellington was detained in Quesnellemouth on business and assured Charles he would meet up with him again in Van Winkle in route to Barkerville. Charles and James continued...[Read More] (Bio by: Shock)Cause of death: Gunshot to the head","Blessing, Charles Morgan"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=7724004,"World War I Victoria Cross Recipient. Born in London, England, he served as a Lieutenant in the Royal Naval Volunteer Reserve. On May 10, 1918, the motor launch Lieutenant Bourke  was commanding near the port of Ostend, Belgium, was severely damaged by enemy fire. In the midst of heavy German machine-gun fire, Lieutenant Bourke rescued three crew members. For gallantry in the face of the enemy, he was invested with his Victoria Cross by King George V at Buckingham Palace on September 11, 1918...[Read More] (Bio by: John ""J-Cat"" Griffith)","Bourke, Rowland Richard Louis Joseph"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=6295,"18th Premier of British Columbia. A member of the Liberal Party, he served in this position from November 1916 until his death. Born in Harvey, New Brunswick, Canada, his father owned a shipyard. He worked at various jobs, including a printer's apprentice, a purser on a coastal steamer, and a storekeeper. In 1893 he came to British Columbia where in 1902 he became the manager and part owner of a salmon cannery. In 1907 he entered politics and was elected to the provincial legislature and became...[Read More] (Bio by: William Bjornstad)","Brewster, Harlan Carey"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=8141,"Professional Boxer. Born in poverty in Normanby Township near Hanover, Ontario. Tommy grew up in difficult circumstances, and five of the thirteen siblings died before reaching adulthood. Tommy began his prizefighting career in 1900 in Detroit, Michigan. In June 1903, he was discovered playing lacrosse under an assumed name for a Detroit team that was playing in Chatham, Ontario. Tommy changed his name a few fights into his pro career. He was a 5 feet 7 inches tall and about 175 pounds...[Read More] (Bio by: Shock)","Burns, Tommy (Noah Brusso)"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=1661,"Actor. He is best remembered for his roles in the CBS drama series ""Perry Mason"" as the defense lawyer by the same name, that aired from September 1957 until May 1966 and continues to run in syndication, and the NBC television crime show ""Ironside,"" as the paraplegic Chief of Detectives 'Robert T. Ironside', that aired from September 1967 until January 1975. Born Raymond William Stacey Burr, his father was a hardware salesman and his mother was a concert pianist and music teacher. At the age of...[Read More] (Bio by: William Bjornstad)","Burr, Raymond"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=8503359,"Vancouver Mayor. Buscombe served as the Mayor of Vancouver, British Columbia, from 1905 to 1906. (Bio by: K)","Buscombe, Frederick"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=27215465,"Canadian Parliament Member, Victims Rights Advocate.  Charles ""Chuck"" Cadman was a co-founder of Crime, Responsibility and Youth (CRY) in 1993 after the stabbing death of his son Jessie in 1992. He also counselled youth who were likely to become violent. He ran and was elected as a Member of Parliment for Surrey North (BC) in 1997 under the Reform Party of Canada. It was here he introduced a Private Member's bill that...[Read More] (Bio by: SusanR)","Cadman, Chuck"
